,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
247,2,1,3,3,6,4,1,4,1,0,1,2,3,1,2,1,0,1,1,1,1
248,3,3,1,2,10,1,1,2,1,0,2,0,2,0,0,1,0,1,1,0,1
249,2,2,1,0,1,1,3,3,0,2,4,0,2,0,2,1,0,1,1,0,0
250,0,1,0,3,3,3,2,3,0,0,4,0,3,0,0,2,1,1,0,0,1
251,3,1,1,2,11,1,1,1,0,0,2,3,4,0,0,1,1,1,1,0,1
252,1,4,1,3,11,1,1,4,0,1,2,2,2,1,0,1,0,1,1,0,0
253,2,3,2,2,22,4,1,2,1,0,3,1,3,0,0,2,0,1,1,0,1
254,1,1,1,2,10,0,2,2,1,0,1,3,2,0,0,1,0,1,0,0,1
255,1,7,2,0,39,0,1,1,1,0,1,0,2,0,0,1,1,1,1,0,1
256,2,3,0,0,14,1,1,4,1,0,2,0,3,0,0,2,1,1,1,0,1
257,0,1,4,0,11,1,1,4,1,0,1,2,2,0,1,1,0,1,1,0,0
258,2,2,1,4,20,4,4,1,0,0,4,3,2,0,0,1,0,1,0,0,1
259,2,1,0,0,5,4,3,4,0,0,4,0,5,0,0,3,1,1,1,0,1
260,0,1,1,2,8,1,1,2,1,0,2,0,2,0,0,1,0,1,1,0,1
261,0,3,1,0,8,1,0,4,0,0,4,3,5,0,0,1,0,1,1,0,1
262,0,2,0,3,28,1,0,2,1,0,4,2,3,0,1,3,2,1,0,0,1
263,2,1,0,1,14,1,0,2,0,0,4,2,5,1,1,3,1,1,1,0,1
264,2,1,0,3,6,1,0,3,1,0,4,0,3,0,0,2,1,2,1,1,1
265,1,2,1,0,3,1,0,4,1,0,3,3,3,0,0,1,0,2,1,0,0
266,2,4,0,5,33,0,0,4,1,0,4,0,3,0,0,2,0,1,1,0,1
267,2,3,1,0,7,1,4,4,0,0,3,3,3,2,0,1,0,1,0,0,1
268,0,2,1,3,48,1,0,1,1,0,4,1,4,0,0,1,2,1,0,1,0
269,2,3,1,0,5,0,0,4,1,0,2,3,2,0,0,2,0,1,1,0,1
270,2,2,1,3,14,0,2,4,1,0,3,1,3,0,0,1,0,1,1,1,1
271,2,1,0,2,7,2,2,3,0,0,4,3,3,0,2,1,0,1,0,0,1
272,1,6,4,3,65,0,3,4,1,2,4,2,3,0,1,1,2,1,0,0,1
273,1,6,1,0,16,1,2,4,1,0,4,0,2,0,0,2,0,1,1,0,0
274,0,4,1,7,64,1,4,1,1,0,1,2,3,0,0,1,1,1,0,0,0
275,2,1,1,0,14,1,1,1,1,0,2,0,3,0,0,1,0,2,1,0,1
276,2,2,0,0,12,1,1,2,0,0,2,3,2,0,0,2,0,1,1,0,1
277,0,1,1,2,6,0,0,2,1,0,4,1,4,0,0,1,1,1,0,0,1
278,2,1,1,2,24,1,4,1,0,0,4,1,3,0,0,1,0,1,1,0,0
279,2,3,1,0,9,4,1,4,1,0,4,3,2,0,2,1,2,1,0,0,1
280,2,2,0,4,17,3,0,3,1,0,4,2,2,0,2,2,0,1,0,0,1
281,2,1,1,2,8,1,1,4,1,0,2,0,5,0,0,1,0,1,1,0,1
282,3,2,4,0,7,0,2,4,1,0,4,3,4,1,0,1,1,1,1,0,1
283,2,2,0,2,7,0,0,4,1,0,4,1,6,0,0,1,0,1,1,0,1
284,1,3,0,3,20,4,4,4,1,0,2,3,3,0,0,1,0,1,0,0,1
285,0,6,1,3,57,1,4,1,0,0,1,0,3,0,0,1,1,1,0,0,1
286,0,6,1,4,25,1,2,4,1,0,3,1,2,0,0,1,0,2,1,0,1
287,1,6,2,8,40,4,3,2,1,0,4,2,3,0,1,1,2,1,0,0,1
288,1,1,1,0,5,1,1,4,0,1,4,0,4,0,0,2,0,1,0,0,1
289,0,3,2,0,5,1,4,4,1,0,4,0,4,2,0,1,0,1,1,0,0
290,2,1,1,5,5,1,1,2,1,0,2,0,2,0,0,1,0,1,0,1,1
291,1,4,1,4,50,1,4,1,1,0,4,3,2,0,2,1,2,1,0,0,0
292,0,3,0,4,34,1,0,2,0,0,4,2,4,0,1,2,2,2,0,0,1
293,3,5,0,4,25,1,0,4,1,0,4,2,5,0,1,1,0,1,1,0,1
294,2,6,0,5,40,0,0,4,1,0,2,3,4,1,0,2,2,2,1,0,1
295,1,6,1,2,53,1,4,1,0,0,2,3,2,0,0,1,0,1,0,0,0
296,2,1,1,4,24,0,4,1,0,0,4,3,2,0,2,1,0,1,1,0,1
297,2,1,1,3,6,0,0,4,1,2,2,1,4,0,0,1,1,1,1,1,1
298,2,2,1,2,13,1,1,3,1,0,4,0,4,0,0,1,0,1,0,0,1
299,1,3,0,2,14,3,2,3,1,0,2,3,3,0,0,2,0,1,0,0,1
300,2,1,1,3,3,1,3,1,0,0,4,0,5,0,0,1,3,1,0,0,1
301,1,4,3,0,20,1,1,4,0,0,1,3,4,0,0,1,0,1,0,0,0
302,3,3,0,3,6,0,2,4,1,0,2,0,3,1,0,2,1,2,1,0,0
303,0,1,0,3,5,1,2,4,1,2,3,1,4,0,0,2,0,1,0,0,1
304,2,6,0,3,54,2,1,2,1,0,2,2,4,1,1,1,0,1,1,0,0
305,2,1,1,2,7,3,1,4,1,0,2,0,3,0,0,1,0,1,1,0,1
306,2,4,1,4,25,0,2,2,0,0,4,1,2,2,2,1,1,1,1,0,1
307,0,1,1,0,3,4,4,4,1,0,3,2,3,0,0,1,1,1,0,0,0
308,1,1,1,2,6,1,1,3,0,0,4,0,2,0,0,1,0,1,1,0,0
309,1,1,1,3,1,1,1,4,1,0,4,0,2,0,2,1,1,1,1,0,1
310,1,6,1,8,28,0,3,3,1,0,4,2,4,1,1,1,3,1,0,0,1
311,2,3,1,2,29,4,1,4,1,0,1,3,2,2,0,1,0,1,1,0,1
312,3,3,1,2,19,1,4,2,0,0,4,3,2,0,0,1,0,1,1,0,1
313,1,1,1,3,3,1,2,2,1,0,3,3,2,1,0,1,1,1,1,0,0
314,3,1,1,3,7,0,4,1,1,0,2,0,2,0,0,1,1,2,1,1,1
315,0,4,4,2,14,1,0,4,1,0,4,3,3,1,0,1,0,1,1,0,0
316,0,1,1,2,3,1,1,2,1,1,3,1,3,0,0,1,1,2,1,0,1
317,1,3,1,2,23,0,1,1,0,0,4,1,4,0,0,1,1,1,0,0,1
318,2,1,0,1,3,1,1,4,1,0,2,3,3,0,0,2,0,1,1,0,1
319,0,2,2,2,19,1,0,1,0,0,4,1,2,0,0,2,1,1,1,0,1
320,1,4,0,3,22,1,3,4,1,0,2,3,2,0,0,2,2,1,1,0,0
321,0,3,1,0,10,1,4,4,1,0,3,1,3,0,0,1,0,1,1,0,0
322,0,3,1,4,15,1,2,2,1,0,1,2,3,0,1,1,2,1,0,0,1
323,0,2,1,2,13,3,1,4,1,0,2,3,2,0,0,1,0,1,1,0,1
324,2,2,0,3,5,1,1,4,0,0,3,0,3,0,0,2,0,1,1,0,1
325,0,1,0,3,17,1,2,1,1,0,4,0,3,0,0,2,1,1,1,1,1
326,2,1,0,2,30,0,0,2,1,0,4,1,4,0,2,1,0,1,0,0,1
327,2,3,1,3,7,3,2,4,0,0,3,3,3,0,0,1,0,2,0,0,1
328,3,4,1,0,23,1,0,4,1,0,2,3,3,0,0,1,0,1,1,0,1
329,1,1,1,0,5,1,0,4,1,0,4,3,2,0,0,1,0,2,1,0,1
330,0,3,0,4,35,1,3,2,1,0,4,2,7,0,1,2,2,1,0,0,1
331,2,2,0,1,9,4,1,4,0,0,2,0,3,0,0,2,0,1,1,0,0
332,1,7,1,3,39,4,4,4,0,0,2,1,2,0,0,1,2,1,1,0,0
333,2,6,0,4,62,4,1,2,0,0,4,3,2,1,2,2,1,1,1,0,0
334,0,3,3,2,21,1,0,3,1,0,4,2,2,1,2,2,0,2,1,0,0
335,0,1,0,2,17,1,1,1,1,0,4,0,4,0,2,1,2,1,0,0,0
336,1,2,1,0,10,1,4,2,0,1,4,1,2,0,0,1,1,1,1,0,1
337,0,2,1,6,6,0,1,4,0,0,2,3,2,0,2,1,0,1,1,0,0
338,0,3,1,2,22,1,1,4,1,0,4,1,2,0,0,1,0,1,1,0,1
339,1,1,1,2,7,1,1,4,1,0,2,3,3,0,0,1,1,1,1,0,1
340,1,3,0,1,30,1,4,2,0,0,4,2,2,0,1,2,0,1,0,0,1
341,0,3,1,2,19,1,2,1,0,0,4,3,2,0,2,1,1,1,1,0,1
342,1,2,1,0,16,2,4,1,1,0,3,0,2,0,2,1,0,1,1,0,1
343,1,2,1,5,23,1,0,1,1,2,1,0,3,1,0,1,2,1,0,0,1
344,3,1,1,3,20,1,4,1,1,1,1,1,3,0,0,1,1,2,1,0,1
345,2,2,0,0,7,1,1,4,0,0,2,3,4,0,0,1,1,1,1,0,1
346,1,2,0,0,4,1,4,4,1,1,4,0,2,0,0,2,0,1,1,0,1
347,1,3,1,0,19,2,3,1,0,0,4,2,2,0,2,1,3,1,1,0,1
348,2,1,2,5,9,4,1,1,1,0,2,0,3,0,0,2,1,1,1,0,1
349,1,1,0,1,5,3,0,4,1,0,3,2,3,0,1,2,0,2,1,0,0
350,2,1,1,6,6,1,4,1,0,0,4,0,2,0,2,1,0,1,0,0,1
351,1,1,1,2,4,1,1,1,0,0,2,3,2,0,0,1,0,1,1,1,0
352,2,2,0,4,17,0,3,2,1,0,4,2,3,0,0,1,2,1,0,0,1
353,0,1,3,0,33,1,1,4,1,0,2,1,2,0,2,2,0,1,0,0,0
354,2,1,1,1,3,2,0,4,1,0,4,2,4,0,1,1,0,1,0,0,1
355,1,3,1,3,6,1,4,4,1,0,2,0,2,2,0,1,1,1,1,0,0
356,2,1,0,0,12,0,0,1,1,2,4,0,4,0,0,1,0,1,0,0,1
357,2,4,2,0,23,1,1,4,1,0,2,3,2,0,0,2,2,1,0,0,0
358,2,1,1,0,3,1,1,4,1,0,2,0,2,0,0,1,0,1,1,0,1
359,0,4,1,2,12,1,2,4,0,0,4,0,2,0,2,1,0,1,1,0,0
360,1,2,1,1,6,0,1,4,1,0,4,2,6,0,1,1,0,1,1,0,1
361,3,1,1,0,17,0,0,2,1,0,3,3,3,0,0,1,2,1,1,0,1
362,3,1,2,3,11,1,1,2,0,0,2,3,3,2,0,2,0,1,0,0,1
363,2,1,1,2,9,1,1,1,1,0,2,1,2,0,2,1,0,1,1,0,1
364,0,2,1,2,12,1,3,4,1,0,1,3,2,0,0,1,3,1,1,0,0
365,2,1,1,5,7,1,2,2,1,0,4,3,3,0,0,1,0,1,0,0,1
366,2,2,0,4,20,1,2,3,1,0,1,3,2,0,0,2,0,1,1,0,1
367,0,2,1,2,19,1,4,1,0,0,4,3,2,0,2,1,0,1,1,0,1
368,0,4,1,2,18,1,0,4,1,0,2,3,4,0,0,1,0,2,1,0,0
369,1,2,1,2,15,1,2,2,0,0,4,0,4,0,2,1,0,1,1,0,1
370,2,4,1,3,16,0,1,4,1,0,4,0,3,0,0,1,0,1,1,0,1
371,2,2,0,0,32,1,0,3,1,0,4,3,3,0,0,2,0,1,0,0,1
372,2,1,0,2,11,1,4,1,0,0,3,0,2,0,2,2,0,1,1,0,1
373,2,7,0,3,73,0,0,2,1,0,4,2,6,1,1,1,2,1,0,0,1
374,1,7,4,8,79,4,0,3,0,0,4,2,6,1,1,2,2,1,0,0,0
375,0,6,4,5,41,1,2,2,0,1,4,3,3,0,2,1,0,1,1,0,0
376,2,2,2,0,12,1,3,2,1,0,3,0,3,0,0,2,0,1,1,0,1
377,2,1,2,0,4,0,0,3,1,0,4,2,3,0,1,1,0,1,1,0,1
378,1,4,1,3,76,1,0,4,1,0,2,2,5,0,1,1,2,1,0,0,0
379,2,1,0,3,1,4,1,4,0,0,4,3,5,0,0,2,1,1,1,0,1
380,0,2,1,2,11,0,2,4,1,0,4,3,3,0,0,1,0,1,0,0,1
381,1,2,1,4,69,1,3,3,0,0,4,2,3,0,1,1,2,1,0,0,0
382,2,3,1,3,6,0,2,4,0,0,4,1,2,0,2,1,0,1,1,0,1
383,3,1,1,3,6,1,4,4,1,0,1,0,2,0,0,1,0,1,1,0,1
384,2,4,2,5,22,4,1,2,1,0,2,1,2,0,0,2,1,1,1,0,1
385,2,2,0,0,11,1,1,2,0,0,1,3,2,0,0,2,0,1,1,0,1
386,2,2,1,0,5,0,4,4,0,0,2,0,2,0,2,1,0,1,0,0,1
387,1,2,0,2,39,1,3,4,1,0,4,1,4,2,0,2,2,1,0,0,1
388,1,2,0,5,12,2,1,2,1,0,4,3,2,1,0,1,0,1,1,0,1
389,2,1,1,5,7,1,2,3,0,0,2,3,2,0,0,2,0,1,1,0,1
390,2,2,1,3,9,1,1,2,1,0,2,1,3,0,0,1,2,1,0,0,1
391,1,1,1,2,4,3,4,1,0,0,4,0,1,0,2,1,1,1,1,0,1
392,0,4,1,3,17,1,2,2,1,0,4,2,3,1,1,1,2,2,0,0,1
393,0,1,0,0,10,1,2,1,0,0,4,3,3,0,0,1,0,1,1,0,1
394,2,1,0,2,12,1,3,2,1,0,3,3,3,0,0,1,2,1,1,0,1
395,1,5,2,1,63,4,2,2,1,0,3,2,3,0,2,1,0,1,0,0,1
396,0,1,1,2,13,1,3,3,0,0,4,2,5,0,1,1,2,1,1,0,1
397,0,4,0,2,12,1,1,3,1,0,2,1,4,0,0,2,0,1,0,0,1
398,1,1,1,3,6,1,0,1,1,0,1,0,4,0,2,2,0,1,1,0,0
399,2,3,0,0,7,3,1,4,0,0,1,0,4,0,0,2,1,1,1,0,1
400,2,2,1,0,7,1,4,3,1,0,4,0,3,0,0,1,0,1,0,0,1
401,1,2,0,5,9,0,1,4,1,0,4,0,2,1,0,2,0,1,1,0,1
402,2,3,2,5,46,1,4,2,1,0,2,3,2,1,0,2,0,1,0,0,0
403,2,2,2,3,3,1,1,4,1,0,2,3,2,0,0,2,1,1,1,0,1
404,1,2,2,3,15,0,0,4,1,0,4,3,4,0,0,1,0,2,1,0,1
405,1,3,1,0,10,1,4,1,1,0,1,1,2,0,0,1,0,1,0,0,0
406,2,3,0,4,11,0,2,4,1,0,4,3,4,0,0,2,0,2,0,0,1
407,0,2,1,0,5,1,4,4,1,0,2,0,2,0,0,1,0,1,1,1,1
408,2,3,1,0,17,2,0,3,1,0,2,3,2,0,0,1,2,1,0,0,1
409,3,1,0,3,4,2,2,4,1,0,2,0,2,0,0,3,0,1,0,0,0
410,1,3,1,0,10,1,0,4,0,0,4,3,2,0,0,1,0,1,0,0,1
411,2,4,0,4,38,1,2,3,1,0,2,3,3,0,0,2,2,1,0,0,1
412,2,1,0,5,12,1,3,4,1,0,2,3,4,2,0,2,2,1,0,0,0
413,2,1,1,3,8,2,1,3,1,0,2,2,4,0,2,1,1,2,1,1,1
414,0,3,1,3,7,0,1,4,0,0,2,1,3,0,0,1,0,1,1,0,0
415,2,4,0,4,31,1,0,2,1,0,2,1,3,0,0,2,0,2,0,0,1
416,0,1,1,3,13,1,4,4,1,0,1,0,3,0,0,1,1,2,1,0,0
417,0,2,2,1,45,0,1,1,0,0,2,3,2,0,2,2,0,1,0,0,1
418,2,3,1,3,14,2,2,1,0,0,2,3,3,1,0,1,2,1,1,0,1
419,1,2,1,3,5,0,1,4,0,0,2,1,3,0,0,1,0,1,1,0,0
420,2,2,1,3,16,3,2,2,0,0,3,3,2,0,2,1,0,1,1,0,1
421,1,1,1,4,10,0,1,4,1,0,2,3,3,0,0,1,0,1,1,0,1
422,1,1,0,3,4,1,2,2,1,0,3,0,4,0,0,2,1,2,1,0,1
423,2,3,2,2,8,4,2,4,1,0,3,0,3,0,0,2,2,1,1,0,1
424,1,1,1,2,14,0,0,1,0,0,2,1,2,1,0,1,0,1,0,0,0
425,1,2,1,4,14,1,1,1,1,0,3,3,2,0,2,1,0,1,0,0,1
426,2,3,0,0,14,1,0,4,1,0,2,3,2,0,0,2,0,1,1,0,1
427,2,2,0,0,5,3,1,4,1,0,3,0,4,0,0,2,0,1,1,0,1
428,2,1,1,2,6,1,0,1,1,0,4,3,2,0,0,1,0,1,1,0,1
429,0,2,0,7,6,1,3,2,0,0,4,2,5,0,1,3,3,2,1,0,0
430,2,1,1,5,18,1,2,1,1,0,4,0,7,0,0,1,1,1,1,0,1
431,1,3,1,8,60,1,1,2,1,2,3,3,2,1,0,2,2,1,0,0,0
432,0,1,0,2,9,1,3,4,1,0,4,2,3,0,1,3,2,1,0,0,1
433,2,3,0,7,10,1,1,4,1,0,2,0,3,0,0,2,0,1,0,0,1
434,0,1,1,2,11,1,1,3,1,0,2,0,2,0,0,1,0,1,1,0,1
435,1,1,1,0,7,0,1,2,1,0,1,0,2,0,0,1,0,1,0,0,0
436,2,1,1,7,3,2,2,2,1,0,4,0,2,0,2,1,1,1,1,0,1
437,2,3,0,3,6,3,0,4,0,0,4,0,3,0,0,2,0,1,0,0,1
438,0,5,0,7,17,1,3,4,1,2,4,3,6,0,0,2,3,1,1,0,1
439,3,1,4,5,2,1,4,4,0,0,1,0,2,0,0,1,3,1,1,0,0
440,2,1,1,3,9,1,0,4,1,0,4,3,3,0,0,1,2,1,0,0,1
441,0,1,1,2,8,1,1,2,0,2,3,1,3,0,0,1,0,1,1,0,1
442,1,2,2,8,13,1,1,2,1,0,3,3,2,1,0,2,0,1,0,0,1
443,2,1,1,1,3,1,0,4,1,0,4,3,4,1,0,1,1,2,1,0,0
444,1,6,0,2,27,1,1,2,0,0,3,3,3,0,0,1,2,1,0,0,0
445,2,1,0,1,6,0,0,4,0,0,4,1,4,0,2,2,1,1,1,0,1
446,0,4,1,3,9,1,4,4,0,0,4,3,3,0,0,1,0,1,0,0,0
447,1,1,1,0,13,1,1,2,1,1,2,0,3,0,0,1,0,1,1,0,1
448,3,1,1,2,7,0,0,3,0,0,4,0,5,0,0,1,2,1,0,0,1
449,1,2,2,7,7,3,1,3,1,0,3,1,6,2,0,2,0,1,1,0,0
450,2,4,0,4,59,0,1,4,1,0,2,3,3,0,0,1,2,1,0,0,1
451,2,1,1,0,2,1,1,3,0,0,1,0,2,0,0,1,0,1,1,0,1
452,2,1,3,2,14,1,0,2,1,0,4,1,3,0,0,2,0,1,1,0,1
453,2,3,1,4,14,1,0,4,1,0,4,3,3,0,0,1,2,1,0,0,1
454,0,3,1,3,25,1,2,2,1,2,3,1,3,0,0,1,0,1,0,0,0
455,2,3,1,4,14,1,4,4,0,0,1,2,2,0,0,1,2,1,0,0,1
456,0,1,0,3,20,1,1,2,1,0,2,0,3,0,2,2,0,2,1,0,1
457,0,1,1,4,17,1,0,3,1,0,4,2,3,0,1,1,0,1,0,0,0
458,0,1,1,6,1,1,4,4,0,0,1,0,2,0,0,1,0,1,1,0,1
459,2,2,1,0,24,1,4,3,1,0,2,3,3,0,0,1,0,1,0,0,1
460,0,4,1,2,19,1,1,1,1,1,2,1,3,0,0,1,0,2,1,0,1
461,0,2,1,3,8,1,4,2,1,0,3,0,3,0,0,1,0,1,1,0,1
462,1,1,1,2,15,1,4,3,0,0,1,0,3,0,2,1,2,1,1,0,1
463,1,1,1,9,3,0,0,4,1,0,4,1,3,0,0,2,0,1,1,0,1
464,2,2,1,5,10,1,2,4,1,0,1,3,3,2,0,2,0,1,0,0,1
465,0,3,1,4,15,1,1,3,1,1,4,2,6,1,0,1,0,2,0,0,1
466,0,3,2,0,8,1,4,4,0,0,2,3,2,0,2,1,1,1,0,0,0
467,2,6,2,0,38,0,0,3,1,0,3,3,3,1,0,2,0,2,1,0,1
468,2,4,2,5,14,1,1,2,0,0,2,3,2,0,0,2,0,1,0,0,1
469,2,3,2,4,24,1,2,3,1,0,3,3,3,0,0,2,1,1,0,0,1
470,1,3,1,0,16,4,4,3,1,0,2,3,2,0,2,1,0,1,0,0,0
471,0,1,1,1,2,1,4,4,0,0,4,1,2,0,0,1,0,1,1,0,0
472,0,1,1,3,3,1,1,4,1,0,3,3,2,0,0,1,1,1,1,0,0
473,2,1,1,9,6,0,3,4,1,0,4,1,3,0,0,1,2,2,0,0,1
474,1,2,0,0,6,1,1,4,1,0,2,3,3,0,0,1,0,1,1,0,0
475,0,2,3,2,16,1,4,1,0,0,4,1,2,0,2,1,0,1,1,0,0
476,2,5,1,4,13,2,1,4,1,0,4,3,2,0,0,1,0,1,1,0,1
477,3,3,1,0,27,1,2,4,1,0,2,3,2,1,0,1,0,1,1,0,1
478,1,1,1,5,5,4,2,3,1,0,4,0,3,0,0,1,1,1,1,0,1
479,0,2,0,2,7,1,0,4,1,0,4,3,4,0,0,2,0,2,0,0,1
480,1,1,0,0,18,1,1,1,0,0,1,0,2,0,0,1,1,1,1,0,1
481,1,3,1,3,6,1,4,4,1,0,1,1,2,0,0,1,0,1,1,0,1
482,0,4,1,2,19,3,0,4,0,0,4,1,5,0,2,2,0,1,0,0,1
483,2,2,2,2,4,3,2,3,0,0,2,1,3,0,0,2,0,1,1,0,1
484,2,1,0,3,5,2,1,4,1,0,4,0,4,0,0,1,0,1,0,0,1
485,1,1,2,3,6,1,3,4,1,0,4,1,4,0,0,1,2,1,0,0,0
486,2,1,1,0,16,1,1,2,1,0,4,3,5,0,0,1,0,1,0,0,1
487,2,3,1,3,19,1,0,4,0,2,4,2,6,0,1,1,0,1,0,0,1
488,2,1,1,3,7,4,1,3,1,0,2,0,3,0,2,1,1,1,1,1,1
489,2,1,1,3,18,1,1,2,1,1,3,1,2,0,2,1,0,1,1,0,1
490,2,1,0,0,10,1,0,2,1,0,2,2,2,0,0,2,0,1,1,0,1
491,1,3,3,5,44,1,0,2,0,0,4,2,4,0,1,2,2,1,0,0,0
492,2,1,0,0,6,4,1,1,0,0,1,1,2,0,0,2,0,1,1,0,1
493,1,1,1,0,1,0,0,4,1,0,4,1,3,0,0,1,0,1,1,0,1
494,0,1,0,3,11,1,1,3,1,0,2,0,3,0,2,2,1,2,1,1,1
495,0,3,1,2,15,0,1,2,1,0,4,3,2,0,0,1,0,1,1,0,0
496,1,4,1,2,48,4,4,4,1,2,1,2,2,0,2,1,2,1,0,0,0
497,2,3,0,2,8,1,2,4,1,0,3,1,4,0,0,2,0,1,1,0,1
